research,criteria,publication_status,main_cause_cat,evaluator,anonymous,middle_rating,lower_ci,upper_ci,confidence_level,checked_against_source,notes_on_check_against_source,evaluator_comment,eval_weight_not_used_yet,cause_areas,journal_publication_title,publication_date_unjournal,row_created_date,.rowid,doi_key,arxiv_key,title_key,first_author,year_key,uj_map_key
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,overall,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,75,70,85,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-05-15,6/25/2024 8:51:24 AM,450,NA,NA,NA,NA,NA,NA
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,overall,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,75,60,90,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-05-15,7/2/2024 10:44:03 AM,451,NA,NA,NA,NA,NA,NA
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,4.5,4,5,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-05-15,7/2/2024 10:44:00 AM,452,NA,NA,NA,NA,NA,NA
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,80,75,85,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:23:13 AM,453,NA,NA,NA,NA,NA,NA
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,methods,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,75,70,80,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:23:22 AM,454,NA,NA,NA,NA,NA,NA
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,70,65,75,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:23:32 AM,455,NA,NA,NA,NA,NA,NA
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,70,65,75,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:24:00 AM,456,NA,NA,NA,NA,NA,NA
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,80,75,85,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:24:06 AM,457,NA,NA,NA,NA,NA,NA
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,70,60,80,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:24:42 AM,458,NA,NA,NA,NA,NA,NA
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,4.5,4,5.0,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:25:03 AM,459,NA,NA,NA,NA,NA,NA
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,3.5,3,4,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-05-15,7/2/2024 10:44:27 AM,460,NA,NA,NA,NA,NA,NA
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,85,75,95,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:25:54 AM,461,NA,NA,NA,NA,NA,NA
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,methods,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,40,30,60,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:25:54 AM,462,NA,NA,NA,NA,NA,NA
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,85,60,90,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:25:54 AM,463,NA,NA,NA,NA,NA,NA
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,90,85,95,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:25:54 AM,464,NA,NA,NA,NA,NA,NA
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,90,85,95,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:25:54 AM,465,NA,NA,NA,NA,NA,NA
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,90,85,95,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:25:54 AM,466,NA,NA,NA,NA,NA,NA
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,4.3,4,4.5,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:25:54 AM,467,NA,NA,NA,NA,NA,NA
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Hannah Metzler,false,90,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM,468,NA,NA,NA,NA,NA,NA
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,methods,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Hannah Metzler,false,90,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM,469,NA,NA,NA,NA,NA,NA
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Hannah Metzler,false,80,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM,470,NA,NA,NA,NA,NA,NA
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Hannah Metzler,false,100,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM,471,NA,NA,NA,NA,NA,NA
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Hannah Metzler,false,100,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM,472,NA,NA,NA,NA,NA,NA
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Hannah Metzler,false,4,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM,473,NA,NA,NA,NA,NA,NA
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Hannah Metzler,false,70,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM,474,NA,NA,NA,NA,NA,NA
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Hannah Metzler,false,5,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM,475,NA,NA,NA,NA,NA,NA
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,overall,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Hannah Metzler,false,90,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM,476,NA,NA,NA,NA,NA,NA
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anonymous_21,true,70,60,90,NA,false,NA,NA,NA,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM,477,NA,NA,NA,NA,NA,NA
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,methods,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anonymous_21,true,90,85,95,NA,false,NA,NA,NA,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM,478,NA,NA,NA,NA,NA,NA
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anonymous_21,true,75,70,90,NA,false,NA,NA,NA,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM,479,NA,NA,NA,NA,NA,NA
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anonymous_21,true,75,60,90,NA,false,NA,NA,NA,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM,480,NA,NA,NA,NA,NA,NA
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anonymous_21,true,90,80,100,NA,false,NA,NA,NA,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM,481,NA,NA,NA,NA,NA,NA
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anonymous_21,true,3,2,4,NA,false,NA,NA,NA,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM,482,NA,NA,NA,NA,NA,NA
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anonymous_21,true,50,40,80,NA,false,NA,NA,NA,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM,483,NA,NA,NA,NA,NA,NA
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anonymous_21,true,4,3,4,NA,false,NA,NA,NA,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM,484,NA,NA,NA,NA,NA,NA
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,overall,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anonymous_21,true,75,65,85,NA,false,NA,NA,NA,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM,485,NA,NA,NA,NA,NA,NA
The Environmental Effects of Economic Production: Evidence from Ecological Observations,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Elias Cisneros,false,90,NA,NA,NA,false,NA,NA,NA,Economic development & governance (LMICs),WP,2023-07-17,6/7/2024 4:40:59 PM,486,NA,NA,NA,NA,NA,NA
The Environmental Effects of Economic Production: Evidence from Ecological Observations,methods,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Elias Cisneros,false,75,NA,NA,NA,false,NA,NA,NA,Economic development & governance (LMICs),WP,2023-07-17,6/7/2024 4:40:59 PM,487,NA,NA,NA,NA,NA,NA
The Environmental Effects of Economic Production: Evidence from Ecological Observations,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Elias Cisneros,false,80,NA,NA,NA,false,NA,NA,NA,Economic development & governance (LMICs),WP,2023-07-17,6/7/2024 4:40:59 PM,488,NA,NA,NA,NA,NA,NA
The Environmental Effects of Economic Production: Evidence from Ecological Observations,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Elias Cisneros,false,95,NA,NA,NA,false,NA,NA,NA,Economic development & governance (LMICs),WP,2023-07-17,6/7/2024 4:40:59 PM,489,NA,NA,NA,NA,NA,NA
The Environmental Effects of Economic Production: Evidence from Ecological Observations,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Elias Cisneros,false,95,NA,NA,NA,false,NA,NA,NA,Economic development & governance (LMICs),WP,2023-07-17,6/7/2024 4:40:59 PM,490,NA,NA,NA,NA,NA,NA
The Environmental Effects of Economic Production: Evidence from Ecological Observations,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Elias Cisneros,false,4,NA,NA,NA,false,NA,NA,NA,Economic development & governance (LMICs),WP,2023-07-17,6/7/2024 4:40:59 PM,491,NA,NA,NA,NA,NA,NA
The Environmental Effects of Economic Production: Evidence from Ecological Observations,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Elias Cisneros,false,90,NA,NA,NA,false,NA,NA,NA,Economic development & governance (LMICs),WP,2023-07-17,6/7/2024 4:40:59 PM,492,NA,NA,NA,NA,NA,NA
The Environmental Effects of Economic Production: Evidence from Ecological Observations,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Elias Cisneros,false,4,NA,NA,NA,false,NA,NA,NA,Economic development & governance (LMICs),WP,2023-07-17,6/7/2024 4:40:59 PM,493,NA,NA,NA,NA,NA,NA
