label_paper,label_paper_title,evaluator,criteria,middle_rating,lower_ci,upper_ci,rationale
Barberio et al. 2022,Accelerating Vaccine Innovation for Emerging Infectious Diseases via Parallel Discovery,GPT-5,gp_relevance,88,82,95,"Highly relevant to pandemic preparedness, vaccine financing, and policy tools (AMCs, stockpiles, guarantees). Addresses practical constraints (affordability, cannibalization, trial costs) and offers decision-relevant thresholds. Findings are actionable for governments, funders, and CEPI-like entities."
Barker et al. 2021,Cognitive Behavioral Therapy among Ghanas Rural Poor Is Effective Regardless of Baseline Mental Distress,GPT-5,overall,76,68,84,"Well-executed RCT with credible short-term impacts on mental health and skills, strong policy relevance, and clear exposition. Limitations: short follow-up, reliance on self-reports for key outcomes, and modest open-science practices. Percentile reflects balanced strengths across categories."
Barker et al. 2021,Cognitive Behavioral Therapy among Ghanas Rural Poor Is Effective Regardless of Baseline Mental Distress,GPT-5,claims_evidence,75,65,85,Main claims are clearly stated and largely supported by experimental evidence and predictive heterogeneity. The two-pathways mechanism is plausible but partly identified; economic outcomes are proxied and short-term. No long-run evidence; several outcomes are self-reported. Strong but not definitive.
Barker et al. 2021,Cognitive Behavioral Therapy among Ghanas Rural Poor Is Effective Regardless of Baseline Mental Distress,GPT-5,methods,78,68,88,"Clustered RCT with re-randomization, baseline controls, randomization inference, indices, and LASSO with holdout for heterogeneity—appropriate and transparent. Risks: many outcomes without formal FWER/FDR beyond indices, short horizon, unclear preregistration, and possible reporting bias."
Barker et al. 2021,Cognitive Behavioral Therapy among Ghanas Rural Poor Is Effective Regardless of Baseline Mental Distress,GPT-5,adv_knowledge,80,70,90,Shows sizeable short-run impacts of group CBT by lay counselors in a general poor population; challenges targeting-only view; introduces predictive vulnerability heterogeneity. Adds to development and global mental health literatures with a practical delivery model. Lacks long-run and cost-effectiveness estimates.
Barker et al. 2021,Cognitive Behavioral Therapy among Ghanas Rural Poor Is Effective Regardless of Baseline Mental Distress,GPT-5,logic_comms,82,74,90,"Clear framing and theory (bandwidth, vulnerability), design, and results; limitations and contrast with Kenyan null are discussed. Reasoning is mostly transparent; some mechanistic claims remain interpretive. Presentation appears coherent and consistent."
Barker et al. 2021,Cognitive Behavioral Therapy among Ghanas Rural Poor Is Effective Regardless of Baseline Mental Distress,GPT-5,open_sci,55,40,70,"Manual shared and methods described; RI and LASSO details provided. However, no explicit public posting of data/code or preregistration is indicated, limiting ease of replication and reuse."
Barker et al. 2021,Cognitive Behavioral Therapy among Ghanas Rural Poor Is Effective Regardless of Baseline Mental Distress,GPT-5,gp_relevance,85,75,93,"Addresses mental health and human capital in a low-income setting with a scalable delivery model (NSS-compatible), showing meaningful short-run gains. High policy salience. Practical usefulness would increase with costs, implementation detail, and durability evidence."
Bettle 2023,Replicability & Generalisability:  A Guide to CEA discounts,GPT-5,overall,68,55,80,Overall equals the mean of the six category midpoints. Strengths in clarity and practical guidance; moderate originality and limited formal robustness checks or open tools keep the score below top-tier. Uncertainty is higher given limited visibility into full implementation details.
Bettle 2023,Replicability & Generalisability:  A Guide to CEA discounts,GPT-5,claims_evidence,70,55,85,"Main questions (Type M/S errors; external validity of RCTs) are explicit. Evidence is conceptual and literature-based, with a worked example; claims are generally calibrated and caveats noted. Limited new empirical testing constrains strength of evidence."
Bettle 2023,Replicability & Generalisability:  A Guide to CEA discounts,GPT-5,methods,68,50,82,"Applies established statistical ideas (Type M/S, discounting) to CEA with reasonable assumptions. Robustness is discussed qualitatively; little formal sensitivity analysis, preregistration, or multiple-testing correction (mostly not applicable for a guide). Validity hinges on careful interpretation rather than new estimation."
Bettle 2023,Replicability & Generalisability:  A Guide to CEA discounts,GPT-5,adv_knowledge,65,50,80,"Synthesizes dispersed concepts into actionable guidance for CEA practitioners, likely improving practice by tempering overinterpretation and misgeneralization. Contribution is primarily integrative and pedagogical; limited novel methodology or parameter estimates."
Bettle 2023,Replicability & Generalisability:  A Guide to CEA discounts,GPT-5,logic_comms,78,65,90,"Clear structure (summary, key takeaways, guidance, worked example). Concepts defined and reasoning steps explicit; conclusions aligned with presented arguments. Minor quantitative thresholds could use fuller derivations, but overall communication is strong and practitioner-friendly."
Bettle 2023,Replicability & Generalisability:  A Guide to CEA discounts,GPT-5,open_sci,55,35,75,"As a conceptual guide, data/code are not central. Citations and reasoning appear transparent; reproducibility of the worked example likely. However, limited provision of reusable code, datasets, or formal replication materials reduces the open-science score."
Bettle 2023,Replicability & Generalisability:  A Guide to CEA discounts,GPT-5,gp_relevance,72,55,85,"Directly relevant to cost-effectiveness analysis in global health/development and philanthropy. Guidance on discounting noisy evidence and generalization is actionable for analysts and decision-makers, supporting better allocation under uncertainty."
Bhat et al. 2022,The Long-Run Effects of Psychotherapy on Depression Beliefs and Economic Outcomes,GPT-5,overall,88,82,93,"Arithmetic mean of category midpoints. Strong RCTs with long-run follow-up, robust results on mental health and behavioral updating; transparent nulls on economics. Open-science practices are good but not exemplary."
Bhat et al. 2022,The Long-Run Effects of Psychotherapy on Depression Beliefs and Economic Outcomes,GPT-5,claims_evidence,90,82,95,"Clear questions; two randomized trials with 4–5 year follow-up. Strong, well-powered effects for HAP; transparent nulls for THPP and economic outcomes. Expert-forecast benchmarking adds credibility. Limitations and deviations from PAP are disclosed and minor."
Bhat et al. 2022,The Long-Run Effects of Psychotherapy on Depression Beliefs and Economic Outcomes,GPT-5,methods,88,80,94,"Credible RCT design; balanced attrition; validated PHQ-9; incentivized tasks; DML controls; multiple-hypothesis corrections; robustness and mediation analyses. Limits: 24–31% attrition, limited power for some outcomes, some modules added post-PAP, external validity constraints."
Bhat et al. 2022,The Long-Run Effects of Psychotherapy on Depression Beliefs and Economic Outcomes,GPT-5,adv_knowledge,92,85,97,"Major contribution on long-run psychotherapy impacts in LMICs; cost-effectiveness quantified; novel evidence on belief updating and self-perception; recalibrates expert priors; clarifies limits on economic outcomes, guiding complementary interventions."
Bhat et al. 2022,The Long-Run Effects of Psychotherapy on Depression Beliefs and Economic Outcomes,GPT-5,logic_comms,90,83,95,"Goals, concepts, and assumptions are clear. Argument flows logically; analyses match claims; nulls and caveats are explicit. Tables/figures are interpretable; consistency across sections is strong."
Bhat et al. 2022,The Long-Run Effects of Psychotherapy on Depression Beliefs and Economic Outcomes,GPT-5,open_sci,74,60,85,"IRB, preregistration, and pre-analysis plan; multiple-hypothesis adjustments; expert forecasts via SSPP. Replication seems feasible, but public data/code availability is unclear/limited due to human-subject constraints."
Bhat et al. 2022,The Long-Run Effects of Psychotherapy on Depression Beliefs and Economic Outcomes,GPT-5,gp_relevance,91,84,96,"High policy relevance for mental health scale-up in LMICs; durable, low-cost effects; quantified cost per depression-month averted. Practical insights on lack of economic gains inform program design and integration with other supports."
Bhattacharya and Packalen 2020,Stagnation and Scientific Incentives,GPT-5,overall,57,45,70,"Overall set to the mean of component midpoints. Clear, persuasive synthesis with actionable proposals, but causal evidence is limited and open-science practices are weak. Strong communication and relevance raise the score; methods and evidentiary strength are closer to median relative to recent science-of-science work."
Bhattacharya and Packalen 2020,Stagnation and Scientific Incentives,GPT-5,claims_evidence,55,40,70,"Main claim—citation-centric incentives reduce exploration and contribute to stagnation—is supported by a conceptual model, illustrative case studies (PCR, CRISPR), descriptive bibliometrics, and related literature. However, causal identification is limited, biomedicine-heavy, and robustness is modest. Characterization of evidence is mostly fair but occasionally overreaches on causality."
Bhattacharya and Packalen 2020,Stagnation and Scientific Incentives,GPT-5,methods,50,35,65,"Uses a simple lifecycle model and a text-based novelty metric (UMLS concept vintage) with descriptive analyses. Reasonable and transparent, but lacks causal identification, pre-registration, and extensive sensitivity checks. Replicable in principle but dependent on proprietary data and not fully specified for exact reproduction."
