author,n_seed_dois_cited,n_citing_works,seed_dois,seed_short_titles,seed_titles_full
Jose Manuel Ochoa‐Quintero,1,1,10.21203/rs.3.rs-3235955/v1,The global potential for natural regeneration in deforested tropical regions,The global potential for natural regeneration in deforested tropical regions
Joseph Bamidele Awotunde,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Joseph E. Aldy,1,1,10.3386/w26775,Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience
Joseph E. Stiglitz,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Joseph H. Davis,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Joseph Karguia,1,1,10.3386/w28726,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization
Joseph Nyaga,1,1,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being
Joseph Shapiro,1,1,10.3386/w32728,A Welfare Analysis of Policies Impacting Climate Change,A Welfare Analysis of Policies Impacting Climate Change
Joseph Simbaya,1,1,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being
Joseph W. Bull,1,1,10.3386/w31137,Biodiversity Risk,Biodiversity Risk
Joseph Zeira,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Josep‐Oriol Escardíbul,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Josh Greenberg,1,1,10.3386/w31409,Choose Your Moments,Choose Your Moments: Peer Review and Scientific Risk Taking
Joshua D. Lambert,1,1,10.1016/j.ijdrr.2022.102798,Long term cost-effectiveness of resilient foods for global catastrophes compared…,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety
Joshua Teperowski Monrad,1,1,10.1257/pandp.20201017,Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience
Josie Coburn,1,1,10.3386/w31409,Choose Your Moments,Choose Your Moments: Peer Review and Scientific Risk Taking
José Hernández‐Orallo,1,1,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives
José R. Suárez-López,1,1,10.3386/w32450,The Macroeconomic Impact of Climate Change,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature
José Rômulo de Castro Vieira,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
José Vicente Sancho Escrivá,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
João Carlos Ferraz,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Juan Li,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Juan Manuel Guío,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Juan Manuel Hernández-Agramonte,1,1,10.3386/w31208,Building Resilient Education Systems,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries
Juan Mateos-García,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Juan Pablo Chauvin,1,1,10.3386/w30624,Legalizing Entrepreneurship,Legalizing Entrepreneurship
Juanjuan Meng,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Jukka Riekki,1,1,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives
Julia Lane,1,1,10.3386/w31409,Choose Your Moments,Choose Your Moments: Peer Review and Scientific Risk Taking
Julia Sweatman,1,1,10.3386/w26775,Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience
Julia Torracca,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Julia Vaillant,1,1,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being
Julian Hazell,1,1,10.48550/arxiv.2305.07153,Towards best practices in AGI safety and governance,Towards best practices in AGI safety and governance: A survey of expert opinion
Julian M. Alston,1,1,10.1257/pandp.20201017,Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience
Juliane Degner,1,1,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes"
Julie Chytilová,1,1,10.3386/w28726,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization
Julie Djiriguian,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Julien‐François Gerber,1,1,10.3386/w32450,The Macroeconomic Impact of Climate Change,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature
Julieta Vera Rueda,1,1,10.3386/w31162,Intergenerational Child Mortality Impacts of Deworming,Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
Julio González-Díaz,1,1,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives
Julius Dohbit Sama,1,1,10.3386/w28726,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization
Jun Bi,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Jun Li,1,1,10.3386/w32728,A Welfare Analysis of Policies Impacting Climate Change,A Welfare Analysis of Policies Impacting Climate Change
Jungkyu Suh,1,1,10.3386/w31899,The Effect of Public Science on Corporate R&amp;D,The Effect of Public Science on Corporate R&amp;D
Junli Cheng,1,1,10.3386/w23929,Effects of Emigration on Rural Labor Markets,Effects of Emigration on Rural Labor Markets
Junling Huang,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Junming Chen,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Junyan Zhang,1,1,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives
Junyi Feng,1,1,10.3386/w31137,Biodiversity Risk,Biodiversity Risk
Junyin Tan,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Jérémy Scheurer,1,1,10.48550/arxiv.2305.07153,Towards best practices in AGI safety and governance,Towards best practices in AGI safety and governance: A survey of expert opinion
Jörn R. Sparfeldt,1,1,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes"
K. Banskota,1,1,10.3386/w31137,Biodiversity Risk,Biodiversity Risk
K. K. Mahajan,1,1,10.1257/aeri.20230431,Money (Not) to Burn,Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning
K. Sowmya,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
K.P. Prabheesh,1,1,10.3386/w32450,The Macroeconomic Impact of Climate Change,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature
Kai Lin,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Kai Xu,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Kaida Liang,1,1,10.1093/wbro/lkae010,The Effect of Lead Exposure on Children’s Learning in the…,The Effect of Lead Exposure on Children’s Learning in the Developing World: A Meta-Analysis
Kaidong Yu,1,1,10.1093/ej/uead102,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in…,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in Indonesia
Kairan Liu,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Kaiyuan Xiao,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Kaja Kinga Jasińska,1,1,10.2139/ssrn.4154000,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US
Kalipso Chalkidou,1,1,10.1257/pandp.20201017,Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience
Kalle Hirvonen,1,1,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being
Kalpana Balakrishnan,1,1,10.3386/w32450,The Macroeconomic Impact of Climate Change,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature
Kamel Helali,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Kamiar Mohaddes,1,1,10.3386/w32450,The Macroeconomic Impact of Climate Change,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature
Kamlesh Narwani,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Kangyin Dong,1,1,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China
Kantika Khanthawithoon,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Kaoutar Sefrioui Boujemaa,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Kara Kedrick,1,1,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives
Karen Liseth Atis Ortega,1,1,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth
Karen Macours,1,1,10.3386/w31162,Intergenerational Child Mortality Impacts of Deworming,Intergenerational Child Mortality Impacts of Deworming: Experimental Evidence from Two Decades of the Kenya Life Panel Survey
Kari Heimonen,1,1,10.3386/w31137,Biodiversity Risk,Biodiversity Risk
Karlina Indraswari,1,1,10.1111/conl.13077,Banning Wildlife Trade Can Boost the Unregulated Trade of Threatened…,Banning Wildlife Trade Can Boost the Unregulated Trade of Threatened Species
Karrie A.B. Walker,1,1,10.1257/pandp.20201017,Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience
Kartik Anand,1,1,10.3386/w31137,Biodiversity Risk,Biodiversity Risk
Kat Adams Shannon,1,1,10.2139/ssrn.4154000,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US
Katarzyna Lipowska,1,1,10.1093/ej/uead102,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in…,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in Indonesia
Kate Schwartz,1,1,10.3386/w31208,Building Resilient Education Systems,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries
Kateryna Shatnenko,1,1,10.1257/aeri.20210612,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress
Katharina Szota,1,1,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes"
Katherine A. DeCelles,1,1,10.2139/ssrn.4154000,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US
Katherine Adams Shannon,1,1,10.2139/ssrn.4154000,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US
Katherine Calhoun,1,1,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being
Katherine E. Venturo‐Conerly,1,1,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being
Katherine L. Marshall,1,1,10.3386/w30835,Water Treatment And Child Mortality,Water Treatment And Child Mortality: A Meta-Analysis And Cost-effectiveness Analysis
Katherine Lacasse,1,1,10.3386/w32450,The Macroeconomic Impact of Climate Change,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature
Katherine Meckel,1,1,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes"
