author,seed_short_titles,seed_titles_full,unjournal_evals,n_seed_dois_cited_by_author,n_citing_works_by_author
Louis J. Gross,The Macroeconomic Impact of Climate Change,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,,1,1
Louis Tay,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,,1,1
Louis-Maël Jean,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,,1,1
Lourens Poorter,The global potential for natural regeneration in deforested tropical regions,The global potential for natural regeneration in deforested tropical regions,,1,1
Luca Braghieri,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress,,1,1
Luca Henkel,Ends versus Means,"Ends versus Means: Kantians, Utilitarians, and Moral Decisions",,1,1
Lucas Hertzog,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,,1,1
Lucas Siga,"Zero-Sum Environments, the Evolution of Effort-Suppressing Beliefs, and Economic…","Zero-Sum Environments, the Evolution of Effort-Suppressing Beliefs, and Economic Development",,1,1
Lucia A. Reisch,"When do ""Nudges"" Increase Welfare?","When do ""Nudges"" Increase Welfare?",,1,1
Lucie Cluver,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,,1,1
Lucie Gadenne,Cash Transfers for Child Development,Cash Transfers for Child Development: Experimental Evidence from India,,1,1
Lucius Bushnaq,Towards best practices in AGI safety and governance,Towards best practices in AGI safety and governance: A survey of expert opinion,,1,1
Lucius Caviola,Population ethical intuitions,Population ethical intuitions,,1,1
Lucy Amissah,The global potential for natural regeneration in deforested tropical regions,The global potential for natural regeneration in deforested tropical regions,,1,1
Lucy Ogbu-Nwobodo,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,,1,1
Luis Hernando Romero Jiménez,The global potential for natural regeneration in deforested tropical regions,The global potential for natural regeneration in deforested tropical regions,,1,1
Luisa Feline Freier,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,,1,1
Lukas Bieringer,Towards best practices in AGI safety and governance,Towards best practices in AGI safety and governance: A survey of expert opinion,,1,1
Lukas Bolte,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",,1,1
Lukas Lehner,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,,1,1
Lukas Zimmermann,Biodiversity Risk,Biodiversity Risk,,1,1
Luke Munford,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",,1,1
Luke R. Aldridge,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",,1,1
Luping Yu,Biodiversity Risk,Biodiversity Risk,,1,1
Lutz Bornmann,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,,1,1
M Stratinaki,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,,1,1
M. Granger Morgan,Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience,,1,1
M. L. Rivers,Long term cost-effectiveness of resilient foods for global catastrophes compared…,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,,1,1
M. Taha Kasim,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in…,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in Indonesia,,1,1
M. Xu,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,,1,1
M.A.G. von Keyserlingk,The animal welfare cost of meat,The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,,1,1
M.K.G. Abbas,Water Treatment And Child Mortality,Water Treatment And Child Mortality: A Meta-Analysis And Cost-effectiveness Analysis,,1,1
Maciej Jakubowski,Building Resilient Education Systems,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,,1,1
Mackenzie Arnold,Towards best practices in AGI safety and governance,Towards best practices in AGI safety and governance: A survey of expert opinion,,1,1
Madeline Werthschulte,"When do ""Nudges"" Increase Welfare?","When do ""Nudges"" Increase Welfare?",,1,1
Madelon Lohbeck,The global potential for natural regeneration in deforested tropical regions,The global potential for natural regeneration in deforested tropical regions,,1,1
Magdalena Wache,Long term cost-effectiveness of resilient foods for global catastrophes compared…,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,,1,1
Maha Awjan Alreshidi,Water Treatment And Child Mortality,Water Treatment And Child Mortality: A Meta-Analysis And Cost-effectiveness Analysis,,1,1
Mahamane L. Manzo,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,,1,1
Mahbubur Rahman,The Effect of Lead Exposure on Children’s Learning in the…,The Effect of Lead Exposure on Children’s Learning in the Developing World: A Meta-Analysis,,1,1
Maheshwor Shrestha,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,,1,1
Mahmuda Mahmuda,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,,1,1
Mai Dong Tran,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,,1,1
Maja E. Marcus,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,,1,1
Maks Khomenko,Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience,,1,1
Malka N. Halgamuge,Towards best practices in AGI safety and governance,Towards best practices in AGI safety and governance: A survey of expert opinion,,1,1
Mallikarjun Shankar,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,,1,1
Manas Kumar Yogi,Building Resilient Education Systems,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,,1,1
Manaswini Rao,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,,1,1
Manfred Sneps-Sneppe,Towards best practices in AGI safety and governance,Towards best practices in AGI safety and governance: A survey of expert opinion,,1,1
Mangadevi Atti,Building Resilient Education Systems,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,,1,1
Maobin Wang,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,,1,1
Maoliang Ye,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,,1,1
Maram Ahmed,Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience,,1,1
Marc Auboin,Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience,,1,1
Marc Edwards,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,,1,1
Marc T. Kiviniemi,Information Avoidance and Moral Behavior,Information Avoidance and Moral Behavior: Experimental Evidence from Food Choices,,1,1
Marcel Knöchelmann,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,,1,1
Marcel Llavero‐Pasquina,The Macroeconomic Impact of Climate Change,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,,1,1
Marcelo Villa‐Piñeros,The global potential for natural regeneration in deforested tropical regions,The global potential for natural regeneration in deforested tropical regions,,1,1
Marcus Maurer,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in…,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in Indonesia,,1,1
Margaret Hamburg,Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience,,1,1
Margaret Skutsch,Biodiversity Risk,Biodiversity Risk,,1,1
Margarita Leib,Information Avoidance and Moral Behavior,Information Avoidance and Moral Behavior: Experimental Evidence from Food Choices,,1,1
Margot Neyret,Urban Forests,Urban Forests: Environmental Health Values and Risks,,1,1
Maria Julia de Lima Brossi,Long term cost-effectiveness of resilient foods for global catastrophes compared…,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,,1,1
Maria Loreto Biehl,Building Resilient Education Systems,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,,1,1
Maria von Salisch,The global potential for natural regeneration in deforested tropical regions,The global potential for natural regeneration in deforested tropical regions,,1,1
Marian Stamp Dawkins,The animal welfare cost of meat,The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,,1,1
Marie Kammer,The Benefits and Costs of Guest Worker Programs,The Benefits and Costs of Guest Worker Programs: Experimental Evidence from the India-UAE Migration Corridor,,1,1
Marina M.S. Cabral-Pinto,Water Treatment And Child Mortality,Water Treatment And Child Mortality: A Meta-Analysis And Cost-effectiveness Analysis,,1,1
Marina Schmoeller,The global potential for natural regeneration in deforested tropical regions,The global potential for natural regeneration in deforested tropical regions,,1,1
Marine Casalis,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress,,1,1
Mario Macis,Selecting the Most Effective Nudge,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,,1,1
Mario Schmidt,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,,1,1
Marius Hobbhahn,Towards best practices in AGI safety and governance,Towards best practices in AGI safety and governance: A survey of expert opinion,,1,1
Marjorie Jauregui,Long term cost-effectiveness of resilient foods for global catastrophes compared…,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,,1,1
Mark Andor,A Welfare Analysis of Policies Impacting Climate Change,A Welfare Analysis of Policies Impacting Climate Change,,1,1
Mark Budolfson,The animal welfare cost of meat,The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,,1,1
Mark Buntaine,Does the Squeaky Wheel Get More Grease? The Direct and…,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,,1,1
Mark Engelbert,Advance Market Commitments,Advance Market Commitments: Insights from Theory and Experience,,1,1
Mark Rider,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in…,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in Indonesia,,1,1
Mark Shepard,"When do ""Nudges"" Increase Welfare?","When do ""Nudges"" Increase Welfare?",,1,1
Markus Anderljung,Towards best practices in AGI safety and governance,Towards best practices in AGI safety and governance: A survey of expert opinion,,1,1
Markus Baer,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,,1,1
Markus Goldstein,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,,1,1
Marshall Burke,The Macroeconomic Impact of Climate Change,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,,1,1
Martin Bækgaard,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,,1,1
