research,criteria,publication_status,main_cause_cat,evaluator,Anonymous,middle_rating,lower_CI,upper_CI,confidence_level,checked_against_source,notes on check against source,evaluator_comment,eval_weight (not used yet),cause areas,Journal publication title,publication_date_unjournal,row_created_date
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,70,65,75,,,,,,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:23:32 AM
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,70,65,75,,,,,,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:24:00 AM
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,80,75,85,,,,,,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:24:06 AM
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,70,60,80,,,,,,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:24:42 AM
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,4.5,4,5.0,,,,,,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:25:03 AM
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,3.5,3,4,,,,,,Economic development & governance (LMICs),WP,2024-05-15,7/2/2024 10:44:27 AM
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,85,75,95,,,,,,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:25:54 AM
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,methods,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,40,30,60,,,,,,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:25:54 AM
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,85,60,90,,,,,,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:25:54 AM
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,90,85,95,,,,,,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:25:54 AM
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,90,85,95,,,,,,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:25:54 AM
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,90,85,95,,,,,,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:25:54 AM
The Benefits and Costs of Guest Worker Programs: Experimental Evidence From the India-UAE Migration Corridor,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,4.3,4,4.5,,,,,,Economic development & governance (LMICs),WP,2024-05-15,7/9/2024 10:25:54 AM
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Hannah Metzler,false,90,,,,false,,,,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,methods,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Hannah Metzler,false,90,,,,false,,,,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Hannah Metzler,false,80,,,,false,,,,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Hannah Metzler,false,100,,,,false,,,,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Hannah Metzler,false,100,,,,false,,,,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Hannah Metzler,false,4,,,,false,,,,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Hannah Metzler,false,70,,,,false,,,,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Hannah Metzler,false,5,,,,false,,,,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,overall,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Hannah Metzler,false,90,,,,false,,,,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anonymous_21,true,70,60,90,,false,,,,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,methods,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anonymous_21,true,90,85,95,,false,,,,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anonymous_21,true,75,70,90,,false,,,,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anonymous_21,true,75,60,90,,false,,,,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anonymous_21,true,90,80,100,,false,,,,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anonymous_21,true,3,2,4,,false,,,,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anonymous_21,true,50,40,80,,false,,,,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anonymous_21,true,4,3,4,,false,,,,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM
The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,overall,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anonymous_21,true,75,65,85,,false,,,,Global health (LMICs),WP,2023-04-17,6/7/2024 4:40:59 PM
The Environmental Effects of Economic Production: Evidence from Ecological Observations,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Elias Cisneros,false,90,,,,false,,,,Economic development & governance (LMICs),WP,2023-07-17,6/7/2024 4:40:59 PM
The Environmental Effects of Economic Production: Evidence from Ecological Observations,methods,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Elias Cisneros,false,75,,,,false,,,,Economic development & governance (LMICs),WP,2023-07-17,6/7/2024 4:40:59 PM
The Environmental Effects of Economic Production: Evidence from Ecological Observations,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Elias Cisneros,false,80,,,,false,,,,Economic development & governance (LMICs),WP,2023-07-17,6/7/2024 4:40:59 PM
The Environmental Effects of Economic Production: Evidence from Ecological Observations,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Elias Cisneros,false,95,,,,false,,,,Economic development & governance (LMICs),WP,2023-07-17,6/7/2024 4:40:59 PM
The Environmental Effects of Economic Production: Evidence from Ecological Observations,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Elias Cisneros,false,95,,,,false,,,,Economic development & governance (LMICs),WP,2023-07-17,6/7/2024 4:40:59 PM
The Environmental Effects of Economic Production: Evidence from Ecological Observations,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Elias Cisneros,false,4,,,,false,,,,Economic development & governance (LMICs),WP,2023-07-17,6/7/2024 4:40:59 PM
